content,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"YES!! Thank you to the Supreme Court Justices who voted in favor and all the advocates who have fought so hard for this! We still have a long way to go to reach equality, but this is a beautiful step forward. 🌈❤️🧡💛💚💙💜🌈 https://t.co/zTd3i5P2TL",2020-06-15 17:24:59,197374,0,1,1048,1,3838,24730,0,https://twitter.com/taylorswift13/status/1272580877231456257,1272580877231456257,1272580877231456257
"When you fight to honor racists, you show black Tennesseans and all of their allies where you stand, and you continue this cycle of hurt. You can’t change history, but you can change this. 🙏",2020-06-12 20:07:58,119248,0,0,652,0,2523,11941,0,https://twitter.com/taylorswift13/status/1271534730828283905,1271534730828283905,1271534712423698434
We need to retroactively change the status of people who perpetuated hideous patterns of racism from ‘heroes’ to ‘villains.’ And villains don’t deserve statues.,2020-06-12 20:07:57,65073,0,0,354,0,528,7561,0,https://twitter.com/taylorswift13/status/1271534728777252868,1271534728777252868,1271534712423698434
"Taking down statues isn’t going to fix centuries of systemic oppression, violence and hatred that black people have had to endure but it might bring us one small step closer to making ALL Tennesseans and visitors to our state feel safe - not just the white ones.",2020-06-12 20:07:57,73083,0,0,447,0,643,8428,0,https://twitter.com/taylorswift13/status/1271534727846137856,1271534727846137856,1271534712423698434
"His statue is still standing and July 13th is ‘Nathan Bedford Forrest Day.’ Due to social pressure, the state is trying to overrule this, and Tennesseans might no longer have to stomach it. Fingers crossed.",2020-06-12 20:07:57,56314,0,0,59,0,308,5348,0,https://twitter.com/taylorswift13/status/1271534726457823233,1271534726457823233,1271534712423698434
"Then we get to this monstrosity. Nathan Bedford Forrest was a brutal slave trader and the first grand wizard of the Ku Klux Klan who, during the Civil War, massacred dozens of black Union soldiers in Memphis. https://t.co/n2DiEt9F3P",2020-06-12 20:07:57,54866,0,1,492,0,883,6817,0,https://twitter.com/taylorswift13/status/1271534725321101319,1271534725321101319,1271534712423698434
Replacing his statue is a waste of state funds and a waste of an opportunity to do the right thing.,2020-06-12 20:07:56,57754,0,0,76,0,303,5418,0,https://twitter.com/taylorswift13/status/1271534724662558720,1271534724662558720,1271534712423698434
"FYI, he was a white supremacist newspaper editor who published pro-lynching editorials and incited the arson of the office of Ida B. Wells (who actually deserves a hero’s statue for her pioneering work in journalism and civil rights).",2020-06-12 20:07:56,67011,0,0,304,0,492,6988,0,https://twitter.com/taylorswift13/status/1271534723697909762,1271534723697909762,1271534712423698434
Edward Carmack’s statue was sitting in the state Capitol until it was torn down last week in the protests. The state of Tennessee has vowed to replace it.,2020-06-12 20:07:54,52859,0,0,108,0,511,5546,0,https://twitter.com/taylorswift13/status/1271534713396748288,1271534713396748288,1271534712423698434
"As a Tennessean, it makes me sick that there are monuments standing in our state that celebrate racist historical figures who did evil things. Edward Carmack and Nathan Bedford Forrest were DESPICABLE figures in our state history and should be treated as such.",2020-06-12 20:07:54,370763,0,0,8830,0,19033,48876,0,https://twitter.com/taylorswift13/status/1271534712423698434,1271534712423698434,1271534712423698434
We need to fight for mail-in voting for the 2020 election. No one should have to choose between their health and having their voice heard. https://t.co/4ImsKW1fQN,2020-06-09 19:09:57,79194,0,1,544,0,1696,12771,0,https://twitter.com/taylorswift13/status/1270432966058160135,1270432966058160135,1270432961591205888
This article written by @BarackObama is a fascinating read about changing policy at the state and local levels. https://t.co/kwwFjaXCuC,2020-06-09 19:09:57,77558,0,1,458,0,836,10947,0,https://twitter.com/taylorswift13/status/1270432964976009219,1270432964976009219,1270432961591205888
"Racial injustice has been ingrained deeply into local and state governments, and changes MUST be made there. In order for policies to change, we need to elect people who will fight against police brutality and racism of any kind. #BlackLivesMatter",2020-06-09 19:09:56,241501,0,0,2490,0,5568,42439,0,https://twitter.com/taylorswift13/status/1270432961591205888,1270432961591205888,1270432961591205888
"After stoking the fires of white supremacy and racism your entire presidency, you have the nerve to feign moral superiority before threatening violence? ‘When the looting starts the shooting starts’??? We will vote you out in November. @realdonaldtrump",2020-05-29 15:33:41,1984198,0,0,71555,0,92793,400770,0,https://twitter.com/taylorswift13/status/1266392274549776387,1266392274549776387,1266392274549776387
VERY STOKED about this cover of lwymmd on @KillingEve by Jack leopards &amp; the dolphin club!! https://t.co/fhkLfOssfm,2020-05-25 02:11:02,141879,1,0,4339,0,4437,18735,0,https://twitter.com/taylorswift13/status/1264740730771300359,1264740730771300359,1264740730771300359
@etnow I personally really relate to this tweet. 😎,2020-05-19 20:31:11,29682,0,0,607,0,2148,3638,0,https://twitter.com/taylorswift13/status/1262843265839235075,1262843265839235075,1262823003047378944
The City Of Lover concert is streaming on @Hulu + @DisneyPlus! And the live songs are available now 💕 https://t.co/KZNhsi9o3Y  #TaylorSwiftCityOfLover https://t.co/LTTkqliMWY,2020-05-18 19:58:45,81844,1,1,992,0,3192,11594,0,https://twitter.com/taylorswift13/status/1262472716608835591,1262472716608835591,1262472716608835591
@TheAddyMiller Addy I had to google YGG but a) now I know what it means b) YGG back! c) tell your mom hi she seems cool 😎,2020-05-18 03:10:13,7864,0,0,259,0,665,758,0,https://twitter.com/taylorswift13/status/1262218908884402177,1262218908884402177,1262213460974239745
@tracesofswift @winestainedtay MY HEART ❤️,2020-05-18 03:04:52,8099,0,0,139,0,693,670,0,https://twitter.com/taylorswift13/status/1262217561946705921,1262217561946705921,1262213889992818688
@nathansrep_ THIS PIC IS SO AWW 🥰 🥺💕,2020-05-18 02:42:52,7028,0,0,120,0,723,604,0,https://twitter.com/taylorswift13/status/1262212025284870144,1262212025284870144,1262210945822187520
@LOLbridg Thank you so much for everything you do and how hard you’re working to keep us safe 🙏🙏🙏,2020-05-18 02:35:30,7179,0,0,50,0,515,681,0,https://twitter.com/taylorswift13/status/1262210174212870145,1262210174212870145,1262209609969938440
@Ru_ReAdy_FoR_IT I’m so sorry it’s been hard and I’m so touched and flattered that the show is making you smile 😊,2020-05-18 02:25:31,8170,0,0,296,0,970,810,0,https://twitter.com/taylorswift13/status/1262207659534692354,1262207659534692354,1262204350669168640
@13yearsoftay Aww thanks bud 🥺🥺🥺🏹💗,2020-05-18 02:17:47,5693,0,0,113,0,630,517,0,https://twitter.com/taylorswift13/status/1262205715957059590,1262205715957059590,1262204350669168640
@loverlauren13 @taylornation13 Cute cute cute 🎆🎆🎆,2020-05-18 02:09:40,7014,0,0,120,0,511,630,0,https://twitter.com/taylorswift13/status/1262203673150545921,1262203673150545921,1262202941701644293
@CaleighAMiller YAY! Glad you’re watching 💕,2020-05-18 02:09:08,6315,0,0,87,0,488,595,0,https://twitter.com/taylorswift13/status/1262203536391184384,1262203536391184384,1262201917247193088
Stoked to relive our Paris show tonight when the City of Lover concert airs at 10pm ET/9pm CT on @ABCNetwork - then tomorrow on @hulu and @disneyplus 💕 It was the best album release party I could’ve wished for 😆✨💐🎆🕶 love you guys 💋 https://t.co/G9Dm3nYrgv,2020-05-17 17:15:45,174059,1,0,5033,0,8443,26283,0,https://twitter.com/taylorswift13/status/1262069307237941248,1262069307237941248,1262069307237941248
City Of Lover Concert 💕 Airing this Sunday at 10p ET on @ABCNetwork and streaming the next day on @hulu  and @disneyplus!  #TaylorSwiftCityOfLover  📸: Dave Hogan https://t.co/cYAu74UCut,2020-05-15 15:07:21,104067,1,0,1567,0,3276,14280,0,https://twitter.com/taylorswift13/status/1261312219477934081,1261312219477934081,1261312219477934081
when you’re proud of your buns so you post them on the internet https://t.co/4wPIi8mb5F,2020-05-14 22:02:11,412424,1,0,8614,0,10040,31180,0,https://twitter.com/taylorswift13/status/1261054225867472897,1261054225867472897,1261054225867472897
"PS for those of you who are separated from your loved ones or struggling with this day, my heart is with you 💗",2020-05-11 01:58:56,87044,0,0,636,0,1644,8165,0,https://twitter.com/taylorswift13/status/1259664254430560257,1259664254430560257,1259664250391465984
My conversations with my mom have always been and will always be some of my favorite memories - from when I was 10 months old in this video from Oct. 1990 to now talking every day on the phone. Our talks are everything to me. Myyyyyy goodness I love you Mom. Happy Mother’s Day 💐 https://t.co/Okav6gEt2R,2020-05-11 01:58:55,170299,1,0,2479,0,4640,20450,0,https://twitter.com/taylorswift13/status/1259664250391465984,1259664250391465984,1259664250391465984
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover https://t.co/7B3ky0rO5B,2020-05-08 12:47:13,138856,1,0,8427,0,5777,26517,0,https://twitter.com/taylorswift13/status/1258740237179801600,1258740237179801600,1258740237179801600
"I’m absolutely devastated and horrified by the senseless, cold blooded, racially motivated killing of Ahmaud Arbery. #JusticeForAhmaud",2020-05-07 21:25:42,256812,0,0,2046,0,4228,35570,0,https://twitter.com/taylorswift13/status/1258508331280240640,1258508331280240640,1258508331280240640
🍷 🐍 biiig isolation 🐍 🍷 https://t.co/MJbhD8Bau1,2020-05-07 17:27:50,385433,1,0,10733,0,14398,48640,0,https://twitter.com/taylorswift13/status/1258448468907081728,1258448468907081728,1258448468907081728
Not a lot going on at the moment https://t.co/NaRCqgCH4Y,2020-04-27 21:08:40,511565,1,0,22737,0,19278,57750,0,https://twitter.com/taylorswift13/status/1254880164447760385,1254880164447760385,1254880164447760385
@maisiehpeters 🎆🌸✨heavenly✨🌸🎆,2020-04-18 18:26:33,18938,0,0,797,0,1193,2004,0,https://twitter.com/taylorswift13/status/1251577874584403969,1251577874584403969,1251236458180075520
"I'm so sad I won't be able to see you guys in concert this year, but I know this is the right decision. Please, please stay healthy and safe. I’ll see you on stage as soon as I can but right now what’s important is committing to this quarantine, for the sake of all of us. https://t.co/qeiMk2Tgon",2020-04-17 17:00:09,189145,1,0,11566,0,10276,25741,0,https://twitter.com/taylorswift13/status/1251193743912456192,1251193743912456192,1251193743912456192
@RyanHurd Love this so much 🙏,2020-04-14 18:17:17,10526,0,0,249,0,1108,1200,0,https://twitter.com/taylorswift13/status/1250125991437107200,1250125991437107200,1250061546799206408
"It’s National Siblings Day! My brother @austinswift7 is one of my best pals, and I’m really proud of him because he’s in a film that came out today called We Summon The Darkness (which he co-produced). Photo by Gigi. My facial expression by 3 glasses of wine. #nationalsiblingsday https://t.co/1SXUtIxaiP",2020-04-10 18:18:54,132504,1,0,988,0,4042,12719,0,https://twitter.com/taylorswift13/status/1248676845958107139,1248676845958107139,1248676845958107139
My Women’s History Month playlist is nostalgic comfort vibes by women I adore 💛 @Spotify  https://t.co/q47iu4Vc7L https://t.co/I5jQCZy8G1,2020-03-27 13:15:38,73236,1,1,1077,0,3294,10405,0,https://twitter.com/taylorswift13/status/1243527098154848258,1243527098154848258,1243527098154848258
"While we’re looking for things to do at home, I thought it’d be fun to share behind the scenes of my dad’s acting debut. 🎾 https://t.co/1WIBE8jdfb",2020-03-20 18:01:43,98509,1,0,629,0,3299,11234,0,https://twitter.com/taylorswift13/status/1241062380332814336,1241062380332814336,1241062380332814336
"For Meredith, self quarantining is a way of life. Be like Meredith. #QuarantineCats https://t.co/yEHJ5c5oFi",2020-03-16 21:50:13,202334,1,0,2547,0,4526,32280,0,https://twitter.com/taylorswift13/status/1239670332958674944,1239670332958674944,1239670332958674944
No one:  Absolutely no one:  Me: here’s more footage of behind the scenes of me directing The Man video with a female voice and demeanor/ dude body and face! Just to make your day weirder!   https://t.co/5vRMcFYhWz https://t.co/iCvBjThn0d,2020-03-10 12:52:08,126705,1,1,1643,0,2806,15963,0,https://twitter.com/taylorswift13/status/1237360590110294016,1237360590110294016,1237360590110294016
"In honor of International Women’s Day, I changed out my @AppleMusic playlist to songs I’m loving right now by female artists and bands. 💕 Let’s all celebrate together by honoring the women in our lives and the women out there pushing things forward 😘 https://t.co/YSUOgCUqIa",2020-03-07 17:15:15,84771,0,1,1237,0,2321,11418,0,https://twitter.com/taylorswift13/status/1236339640656973825,1236339640656973825,1236339640656973825
My heart is with everyone in Tennessee who has been affected by the tornados. Sending you my love and prayers.,2020-03-03 20:24:24,140115,0,0,367,0,2062,12585,0,https://twitter.com/taylorswift13/status/1234937694121287684,1234937694121287684,1234937694121287684
Shout out to Rebecca Skinner for being the best executive producer a (wo)man could ask for.  I can’t believe I get to work with these legends. Having a little moment over here 🥺💓,2020-02-28 02:12:27,32471,0,0,47,0,441,2747,0,https://twitter.com/taylorswift13/status/1233213342002618368,1233213342002618368,1233213339607719936
"More thank you’s... Chancler Haynes is an editing extraordinaire. Stephen Galloway and Spenser Theberge were my movement coaches and taught me how to smoke, slouch, walk and act like a toxic bro. David Lebensfeld and Grant Miller aced that VFX magic. https://t.co/I8rf5D3xwE",2020-02-28 02:12:26,63418,1,0,273,0,980,7113,0,https://twitter.com/taylorswift13/status/1233213339607719936,1233213339607719936,1233213339607719936
